symbol,side,type,price,timestamp
FB,sell,market,,1608924505
AAPL,buy,limit,130.8,1608924505
FB,sell,market,,1608924506
FB,buy,limit,266.57,1608924506
TSLA,buy,market,,1608924506
FB,sell,market,,1608924507
TSLA,sell,market,,1608924508
AMZN,buy,market,3171.42,1608924508
AAPL,buy,market,,1608924509
FB,buy,limit,266.61,1608924509
FB,sell,market,,1608924509
TSLA,sell,limit,658.75,1608924510
GOOG,sell,limit,1732.67,1608924511
AMZN,buy,limit,,1608924511
TSLA,sell,limit,658.08,1608924512
AMZN,buy,market,,1608924512
TSLA,buy,market,,1608924513
GOOG,sell,limit,1732.01,1608924514
TSLA,sell,market,,1608924514
AAPL,buy,market,,1608924514
FB,buy,market,,1608924514
TSLA,buy,limit,658.56,1608924514
TSLA,buy,market,,1608924515
GOOG,buy,limit,1733.71,1608924516
AAPL,buy,limit,131.49,1608924516
AAPL,sell,limit,130.67,1608924517
GOOG,sell,limit,1733.9,1608924517
TSLA,buy,limit,659.49,1608924518
AMZN,buy,market,,1608924518
FB,buy,market,,1608924519
AAPL,buy,market,,1608924520
AMZN,sell,limit,3170.67,1608924521
AAPL,buy,limit,131.45,1608924521
FB,sell,limit,265.67,1608924521
FB,buy,market,,1608924522
TSLA,sell,market,,1608924523
TSLA,buy,limit,659.69,1608924524
FB,buy,market,,1608924524
FB,sell,market,,1608924525
AAPL,buy,limit,130.11,1608924525
GOOG,buy,market,,1608924525
GOOG,buy,market,,1608924526
FB,buy,limit,266.31,1608924527
AMZN,sell,market,,1608924527
AMZN,sell,limit,3171.78,1608924527
AAPL,buy,limit,130.87,1608924527
FB,sell,limit,266.92,1608924527
AAPL,sell,market,,1608924527
GOOG,buy,market,1733.89,1608924528
TSLA,sell,limit,659.13,1608924528
TSLA,sell,market,,1608924529
AAPL,buy,limit,131.12,1608924530
TSLA,sell,market,,1608924530
FB,sell,limit,266.54,1608924531
GOOG,sell,market,,1608924531
FB,buy,market,,1608924531
AAPL,sell,limit,130.55,1608924531
GOOG,buy,market,,1608924532
TSLA,sell,market,,1608924533
TSLA,sell,limit,658.43,1608924534
GOOG,sell,market,,1608924534
FB,sell,market,,1608924534
GOOG,sell,limit,1733.02,1608924535
FB,buy,limit,265.54,1608924536
TSLA,buy,limit,659.54,1608924536
AAPL,buy,limit,131.46,1608924537
AMZN,sell,market,,1608924537
FB,sell,limit,,1608924538
TSLA,buy,limit,658.69,1608924539
TSLA,sell,market,,1608924539
AAPL,buy,market,,1608924539
AAPL,sell,limit,130.28,1608924540
GOOG,buy,market,,1608924541
AAPL,buy,market,,1608924541
TSLA,sell,limit,,1608924541
GOOG,sell,market,,1608924542
AAPL,buy,market,,1608924543
AMZN,buy,limit,3171.62,1608924543
AAPL,sell,limit,131.06,1608924543
GOOG,buy,market,,1608924544
AAPL,buy,limit,,1608924544
AAPL,sell,limit,131.08,1608924544
GOOG,sell,limit,1732.7,1608924545
AMZN,buy,limit,3170.25,1608924545
FB,buy,limit,266.52,1608924546
AMZN,sell,market,,1608924546
AMZN,sell,limit,3170.57,1608924547
TSLA,sell,limit,659.6,1608924548
GOOG,sell,market,,1608924548
TSLA,buy,limit,658.42,1608924549
TSLA,buy,limit,658.19,1608924550
AMZN,sell,market,,1608924550
GOOG,buy,limit,1732.3,1608924551
FB,buy,limit,266.39,1608924551
AMZN,buy,limit,3170.34,1608924551
TSLA,sell,limit,658.85,1608924551
AAPL,buy,limit,131.25,1608924552
GOOG,sell,market,1733.59,1608924553
FB,sell,limit,266.89,1608924553
AMZN,sell,market,,1608924554
TSLA,sell,market,,1608924554
FB,buy,limit,265.21,1608924555
FB,sell,market,,1608924555
AMZN,buy,limit,3171.03,1608924555
TSLA,buy,limit,659.58,1608924556
FB,buy,market,,1608924557
AAPL,sell,limit,131.14,1608924557
FB,buy,limit,266.21,1608924558
GOOG,buy,market,,1608924558
AMZN,sell,market,,1608924559
TSLA,buy,limit,658.27,1608924559
AMZN,buy,market,,1608924560
FB,buy,limit,266.16,1608924561
AAPL,sell,market,,1608924561
AAPL,sell,limit,130.63,1608924562
AAPL,sell,market,,1608924563
AAPL,buy,limit,131.65,1608924563
GOOG,sell,market,,1608924564
GOOG,sell,market,,1608924564
GOOG,sell,market,,1608924564
AAPL,buy,market,,1608924565
AMZN,buy,market,,1608924565
TSLA,sell,market,,1608924566
FB,buy,limit,266.41,1608924566
GOOG,buy,limit,1732.75,1608924567
GOOG,buy,limit,1733.5,1608924567
TSLA,sell,market,,1608924568
GOOG,sell,market,,1608924568
GOOG,sell,limit,1732.2,1608924569
AMZN,buy,market,,1608924569
FB,buy,market,,1608924569
GOOG,sell,market,,1608924570
GOOG,buy,market,,1608924571
FB,sell,limit,265.44,1608924572
FB,buy,market,,1608924572
AMZN,buy,market,,1608924573
AMZN,buy,limit,3170.29,1608924573
FB,sell,market,,1608924573
FB,sell,limit,265.46,1608924573
GOOG,sell,limit,,1608924573
GOOG,sell,limit,1733.83,1608924574
AMZN,buy,market,,1608924574
AAPL,sell,limit,130.29,1608924574
FB,sell,limit,265.93,1608924575
TSLA,buy,limit,658.82,1608924575
AMZN,buy,market,,1608924575
AMZN,sell,limit,3171.81,1608924576
AMZN,buy,limit,3170.91,1608924577
GOOG,buy,limit,1732.21,1608924577
AMZN,sell,limit,3171.66,1608924577
FB,sell,limit,265.43,1608924578
GOOG,sell,limit,1732.59,1608924578
AMZN,sell,market,,1608924579
TSLA,sell,limit,659.84,1608924580
TSLA,sell,limit,659.82,1608924580
FB,buy,market,,1608924581
TSLA,buy,market,,1608924582
FB,buy,limit,265.54,1608924582
TSLA,sell,limit,658.49,1608924582
AMZN,buy,market,,1608924583
FB,buy,market,,1608924583
AMZN,buy,market,,1608924584
FB,buy,market,,1608924584
TSLA,buy,market,,1608924585
GOOG,buy,limit,1733.08,1608924585
AMZN,sell,limit,3170.54,1608924585
GOOG,sell,limit,1733.64,1608924586
AMZN,sell,limit,3171.09,1608924587
TSLA,sell,limit,659.12,1608924588
GOOG,sell,market,,1608924588
AAPL,buy,market,,1608924589
AAPL,buy,limit,130.06,1608924589
TSLA,buy,market,,1608924589
FB,buy,limit,266.97,1608924590
AAPL,buy,limit,130.65,1608924590
AMZN,sell,market,3171.26,1608924590
AAPL,buy,limit,130.78,1608924591
AAPL,sell,limit,130.53,1608924591
AAPL,sell,market,,1608924592
TSLA,sell,market,,1608924592
AMZN,sell,limit,,1608924593
GOOG,buy,market,,1608924593
FB,sell,market,,1608924594
FB,buy,limit,266.21,1608924594
TSLA,buy,market,,1608924595
AAPL,buy,market,,1608924596
AAPL,buy,market,,1608924596
GOOG,sell,market,,1608924597
GOOG,sell,market,,1608924597
AAPL,sell,limit,130.65,1608924597
TSLA,sell,market,,1608924598
AMZN,sell,market,,1608924598
AAPL,sell,market,,1608924599
FB,buy,limit,265.88,1608924600
AMZN,buy,limit,3170.33,1608924600
AMZN,buy,market,,1608924600
AMZN,buy,market,,1608924601
GOOG,buy,limit,1732.85,1608924601
AMZN,sell,limit,3170.25,1608924602
FB,sell,limit,266.24,1608924602
AAPL,buy,market,131.59,1608924603
TSLA,sell,market,,1608924604
FB,buy,market,,1608924605
GOOG,sell,market,,1608924605
FB,sell,limit,265.44,1608924606
FB,buy,limit,266.65,1608924606
AAPL,buy,market,,1608924606
AMZN,buy,limit,3171.79,1608924606
FB,sell,market,,1608924607
AAPL,sell,market,,1608924607
FB,sell,market,,1608924607
GOOG,buy,market,,1608924608
AMZN,sell,limit,,1608924609
AAPL,buy,limit,131.02,1608924609
TSLA,sell,limit,659.61,1608924610
AMZN,sell,limit,3170.03,1608924610
TSLA,buy,market,,1608924611
TSLA,sell,limit,658.86,1608924611
GOOG,buy,market,,1608924611
FB,buy,market,,1608924612
AAPL,buy,limit,130.38,1608924612
AAPL,buy,market,,1608924612
AMZN,buy,market,,1608924612
AMZN,buy,market,,1608924613
TSLA,sell,limit,658.53,1608924613
AMZN,sell,limit,3170.29,1608924614
GOOG,buy,market,,1608924614
AAPL,sell,market,,1608924615
AMZN,buy,market,,1608924615
AMZN,buy,market,,1608924615
AMZN,buy,limit,3170.89,1608924616
FB,sell,limit,266.41,1608924617
TSLA,sell,limit,659.77,1608924618
FB,buy,limit,266.39,1608924619
TSLA,sell,limit,658.99,1608924619
AAPL,sell,market,,1608924620
AAPL,buy,market,130.73,1608924620
AMZN,sell,limit,3170.7,1608924621
AAPL,sell,market,,1608924621
TSLA,sell,limit,659.02,1608924621
FB,buy,market,,1608924622
TSLA,sell,limit,659.55,1608924623
FB,buy,limit,266.48,1608924623
AAPL,buy,market,,1608924624
TSLA,sell,limit,659.59,1608924625
AAPL,sell,limit,131.89,1608924625
FB,buy,market,265.64,1608924626
TSLA,sell,limit,,1608924626
TSLA,buy,market,,1608924627
GOOG,buy,market,,1608924628
GOOG,buy,limit,1732.7,1608924628
AAPL,sell,limit,131.56,1608924629
FB,buy,limit,265.11,1608924630
AMZN,sell,market,,1608924630
GOOG,sell,market,,1608924631
TSLA,buy,market,,1608924631
FB,sell,market,,1608924632
AMZN,sell,limit,3171.25,1608924633
TSLA,buy,market,,1608924633
AMZN,sell,market,,1608924634
AMZN,sell,limit,3171.49,1608924634
FB,buy,limit,265.69,1608924634
TSLA,buy,market,,1608924635
AAPL,buy,market,130.64,1608924635
TSLA,buy,limit,658.54,1608924636
GOOG,buy,market,,1608924637
AAPL,sell,limit,130.88,1608924637
AAPL,buy,limit,131.6,1608924638
AAPL,sell,limit,131.03,1608924638
FB,sell,market,,1608924639
AMZN,sell,market,,1608924640
AAPL,buy,market,,1608924640
FB,sell,limit,266.11,1608924640
AAPL,sell,limit,130.11,1608924641
AMZN,buy,market,,1608924642
AMZN,buy,limit,3171.44,1608924643
GOOG,buy,limit,1733.76,1608924643
AMZN,sell,market,,1608924644
GOOG,buy,limit,1732.57,1608924644
FB,buy,market,,1608924645
AAPL,sell,market,,1608924645
TSLA,sell,market,,1608924646
GOOG,sell,market,,1608924647
GOOG,sell,limit,1732.44,1608924647
GOOG,buy,limit,1732.08,1608924648
FB,sell,limit,266.59,1608924649
AMZN,sell,market,,1608924649
TSLA,sell,market,,1608924649
AMZN,sell,market,,1608924649
AAPL,buy,market,,1608924650
GOOG,buy,market,,1608924650
AMZN,buy,market,,1608924651
AAPL,sell,market,,1608924651
AAPL,sell,limit,131.84,1608924651
AMZN,buy,market,,1608924652
AAPL,sell,limit,130.13,1608924652
TSLA,sell,limit,658.7,1608924653
AAPL,buy,market,,1608924653
TSLA,sell,market,,1608924654
GOOG,sell,market,,1608924654
TSLA,buy,limit,,1608924655
GOOG,sell,limit,1732.25,1608924655
AMZN,sell,limit,3171.9,1608924656
AAPL,buy,limit,130.49,1608924656
AAPL,buy,limit,131.99,1608924657
GOOG,buy,market,,1608924658
FB,buy,limit,265.8,1608924658
AAPL,sell,limit,131.9,1608924659
TSLA,sell,market,,1608924659
FB,sell,market,,1608924660
GOOG,sell,limit,1733.46,1608924661
FB,sell,market,,1608924662
AMZN,buy,limit,3171.08,1608924662
AAPL,buy,market,,1608924662
FB,sell,market,,1608924663
AMZN,buy,limit,3170.76,1608924663
AMZN,buy,limit,3171.02,1608924664
TSLA,sell,market,,1608924665
AMZN,sell,market,,1608924666
GOOG,buy,market,,1608924666
TSLA,buy,market,,1608924667
FB,buy,market,,1608924667
FB,sell,limit,265.47,1608924667
GOOG,sell,market,,1608924668
GOOG,buy,limit,1732.23,1608924669
GOOG,buy,limit,1733.93,1608924670
TSLA,sell,limit,659.94,1608924671
GOOG,buy,limit,1732.78,1608924672
FB,sell,market,,1608924672
TSLA,sell,market,,1608924673
AMZN,sell,limit,3170.16,1608924673
AMZN,sell,market,,1608924673
TSLA,sell,market,,1608924673
AAPL,sell,limit,131.3,1608924674
AAPL,buy,limit,131.93,1608924674
AAPL,buy,limit,131.97,1608924675
FB,sell,limit,265.54,1608924675
GOOG,sell,market,,1608924676
FB,buy,market,,1608924677
FB,buy,market,,1608924677
TSLA,sell,limit,659.89,1608924678
AAPL,sell,limit,130.7,1608924678
TSLA,buy,limit,659.71,1608924679
TSLA,sell,limit,658.84,1608924679
FB,sell,limit,266.67,1608924679
GOOG,sell,market,,1608924680
AAPL,sell,limit,130.1,1608924681
GOOG,buy,market,,1608924681
AMZN,buy,limit,3170.38,1608924682
AAPL,buy,limit,130.41,1608924682
AMZN,buy,market,,1608924683
GOOG,buy,market,,1608924683
TSLA,sell,market,,1608924684
TSLA,buy,market,,1608924684
AAPL,buy,market,,1608924685
FB,sell,market,,1608924686
AAPL,sell,market,,1608924686
FB,sell,limit,265.95,1608924687
GOOG,buy,market,,1608924688
FB,sell,limit,266.85,1608924689
AAPL,buy,limit,130.05,1608924689
AAPL,buy,market,,1608924690
FB,sell,market,,1608924691
FB,buy,limit,266.45,1608924691
AMZN,buy,limit,3171.4,1608924692
TSLA,sell,market,,1608924692
GOOG,buy,market,,1608924692
AMZN,sell,limit,3171.65,1608924692
FB,buy,limit,265.77,1608924693
FB,buy,market,,1608924693
FB,buy,market,,1608924694
FB,buy,market,,1608924694
AMZN,buy,limit,3170.06,1608924694
AAPL,sell,limit,,1608924694
AMZN,buy,market,3170.84,1608924695
AMZN,buy,limit,3171.27,1608924695
GOOG,sell,limit,1733.97,1608924696
GOOG,buy,market,,1608924696
AMZN,buy,limit,3170.01,1608924697
TSLA,sell,market,,1608924697
TSLA,buy,market,,1608924697
TSLA,buy,limit,659.37,1608924697
FB,sell,market,,1608924698
AMZN,buy,market,,1608924698
TSLA,buy,market,,1608924698
FB,sell,market,266.16,1608924699
AAPL,buy,market,,1608924699
FB,buy,market,,1608924699
GOOG,buy,limit,1733.22,1608924700
AMZN,sell,limit,3171.09,1608924701
GOOG,buy,market,,1608924701
TSLA,sell,market,,1608924702
AMZN,sell,limit,3172,1608924702
GOOG,buy,market,,1608924702
GOOG,buy,limit,1733.64,1608924703
TSLA,sell,limit,659.91,1608924703
AAPL,sell,limit,131.38,1608924704
AAPL,sell,market,,1608924705
GOOG,sell,market,,1608924706
TSLA,buy,limit,659.2,1608924706
AAPL,buy,market,130.45,1608924707
FB,sell,market,,1608924707
AAPL,buy,market,,1608924708
AAPL,sell,market,,1608924709
AAPL,sell,limit,130.82,1608924709
AMZN,sell,market,,1608924710
FB,sell,limit,265.06,1608924711
TSLA,sell,limit,659.56,1608924711
FB,buy,market,,1608924711
AMZN,sell,limit,3170.11,1608924712
AAPL,buy,limit,131.24,1608924713
FB,sell,market,,1608924714
FB,buy,market,,1608924714
TSLA,buy,market,,1608924715
TSLA,sell,limit,659.31,1608924715
AAPL,buy,market,,1608924715
GOOG,buy,limit,1733.5,1608924715
AMZN,sell,market,,1608924716
GOOG,buy,limit,1733.43,1608924717
GOOG,sell,limit,1732.15,1608924718
AMZN,sell,market,,1608924719
GOOG,buy,market,,1608924719
GOOG,buy,market,,1608924719
GOOG,sell,market,,1608924719
TSLA,sell,market,,1608924719
AAPL,buy,market,,1608924720
TSLA,sell,limit,658.55,1608924720
AAPL,sell,market,,1608924720
AMZN,sell,market,,1608924720
FB,sell,market,,1608924721
AMZN,sell,market,,1608924722
AMZN,sell,limit,3170.21,1608924722
GOOG,buy,market,,1608924722
TSLA,sell,market,,1608924723
TSLA,buy,limit,659.41,1608924724
AAPL,buy,limit,130.94,1608924725
AMZN,buy,market,,1608924725
AAPL,sell,limit,,1608924726
AAPL,sell,limit,,1608924726
AAPL,sell,market,,1608924727
AMZN,buy,limit,3171.99,1608924728
AMZN,sell,limit,3171.75,1608924728
AAPL,buy,market,,1608924728
AMZN,sell,market,,1608924729
AAPL,buy,market,,1608924730
AMZN,buy,limit,3171.13,1608924730
AMZN,sell,limit,3171.83,1608924730
FB,sell,limit,266.87,1608924731
FB,sell,market,,1608924732
AAPL,sell,limit,130.76,1608924733
TSLA,sell,market,,1608924733
AMZN,sell,market,,1608924734
FB,buy,market,,1608924735
GOOG,sell,limit,1732.1,1608924736
AAPL,sell,market,,1608924736
AMZN,buy,limit,3171.41,1608924736
TSLA,buy,market,,1608924737
FB,buy,limit,265.44,1608924738
GOOG,sell,market,,1608924738
FB,buy,market,,1608924738
TSLA,buy,market,,1608924738
TSLA,buy,market,,1608924739
AMZN,sell,market,,1608924739
TSLA,buy,market,,1608924739
GOOG,buy,market,,1608924739
FB,sell,market,,1608924740
AAPL,buy,limit,130.5,1608924741
AMZN,sell,market,,1608924741
TSLA,buy,market,,1608924741
GOOG,buy,limit,1733.66,1608924742
GOOG,sell,limit,1733.14,1608924743
FB,sell,market,,1608924743
FB,sell,market,,1608924744
GOOG,buy,limit,1733.09,1608924744
GOOG,sell,market,,1608924745
AAPL,buy,market,,1608924745
AMZN,sell,limit,3170.98,1608924746
AMZN,sell,limit,3170.43,1608924746
AAPL,sell,market,,1608924747
GOOG,buy,limit,1733.27,1608924747
AMZN,buy,market,,1608924747
GOOG,buy,market,,1608924748
AMZN,sell,limit,3171.53,1608924748
AMZN,buy,market,,1608924749
AAPL,sell,limit,131.48,1608924749
AAPL,sell,market,,1608924750
GOOG,buy,market,,1608924751
TSLA,sell,market,,1608924751
AMZN,buy,market,,1608924751
AMZN,buy,limit,3170.85,1608924752
FB,buy,limit,265.06,1608924753
AMZN,sell,limit,3170.96,1608924753
TSLA,buy,limit,658.46,1608924754
FB,sell,market,,1608924754
AMZN,buy,market,,1608924754
AMZN,buy,market,,1608924755
TSLA,sell,market,,1608924755
AMZN,buy,limit,3171.19,1608924755
AMZN,sell,market,,1608924756
GOOG,buy,limit,1732.43,1608924756
TSLA,sell,market,,1608924757
AAPL,buy,limit,,1608924757
AAPL,sell,limit,130.2,1608924758
FB,sell,limit,266.41,1608924759
FB,sell,limit,265.76,1608924760
FB,sell,market,,1608924760
TSLA,sell,limit,659.95,1608924760
TSLA,sell,limit,658.2,1608924761
TSLA,sell,market,,1608924761
AAPL,buy,limit,130.75,1608924762
FB,buy,market,,1608924762
GOOG,sell,market,,1608924763
FB,sell,limit,266.29,1608924763
AMZN,buy,market,,1608924763
FB,buy,limit,,1608924764
GOOG,buy,market,,1608924764
GOOG,sell,limit,1733.16,1608924765
FB,buy,market,,1608924765
AMZN,buy,limit,,1608924766
AAPL,buy,market,,1608924767
TSLA,sell,limit,658.78,1608924767
FB,buy,limit,265.73,1608924767
TSLA,sell,limit,658.16,1608924768
FB,sell,market,,1608924768
TSLA,buy,limit,658.52,1608924768
AMZN,sell,limit,3171.95,1608924769
TSLA,sell,market,,1608924769
GOOG,sell,limit,1733.34,1608924770
FB,sell,limit,266.82,1608924770
AAPL,buy,limit,131.87,1608924771
TSLA,sell,limit,658.02,1608924772
TSLA,buy,limit,658.84,1608924772
GOOG,sell,limit,1732.99,1608924772
TSLA,sell,limit,658.76,1608924772
GOOG,buy,market,,1608924773
FB,buy,limit,265.81,1608924773
TSLA,sell,limit,658.63,1608924773
AAPL,buy,market,,1608924774
GOOG,sell,market,1732.28,1608924775
FB,buy,limit,266.65,1608924775
AMZN,sell,limit,3171.16,1608924776
AMZN,buy,market,,1608924776
TSLA,buy,limit,659.86,1608924777
FB,buy,market,,1608924777
FB,buy,market,,1608924777
GOOG,buy,market,,1608924777
TSLA,buy,limit,658.53,1608924778
FB,sell,limit,266.07,1608924778
TSLA,sell,limit,658.89,1608924778
GOOG,sell,limit,1733.33,1608924778
AAPL,buy,market,,1608924779
AAPL,buy,limit,130.44,1608924779
TSLA,buy,market,,1608924780
TSLA,sell,market,,1608924780
TSLA,sell,market,,1608924781
AAPL,sell,limit,130.92,1608924782
AMZN,sell,market,,1608924782
GOOG,sell,limit,1732.4,1608924783
AAPL,buy,limit,131.34,1608924783
FB,buy,limit,265.75,1608924783
TSLA,buy,market,,1608924784
AAPL,sell,market,,1608924785
AAPL,buy,market,,1608924786
AAPL,buy,market,,1608924787
GOOG,sell,limit,1732.99,1608924787
AAPL,sell,market,,1608924788
AMZN,sell,limit,3171.52,1608924788
AMZN,buy,market,,1608924788
AAPL,buy,market,,1608924789
GOOG,buy,limit,1733.85,1608924790
GOOG,sell,limit,1732.39,1608924790
TSLA,sell,limit,659.92,1608924791
AAPL,sell,market,,1608924791
GOOG,buy,market,,1608924792
FB,buy,market,,1608924792
GOOG,buy,market,,1608924792
GOOG,buy,market,,1608924793
GOOG,buy,limit,1732.92,1608924793
FB,sell,market,,1608924794
FB,sell,limit,266.22,1608924794
GOOG,sell,limit,1732.27,1608924795
TSLA,buy,limit,658.65,1608924795
FB,buy,market,,1608924796
TSLA,buy,market,,1608924796
AMZN,sell,market,,1608924796
FB,sell,limit,265.08,1608924797
AMZN,sell,limit,,1608924798
AAPL,buy,limit,,1608924798
FB,buy,market,,1608924798
AMZN,sell,market,,1608924799
AAPL,sell,market,,1608924799
TSLA,buy,market,,1608924799
TSLA,sell,market,,1608924800
AMZN,buy,market,,1608924800
GOOG,sell,market,,1608924801
AAPL,sell,limit,130.12,1608924802
AAPL,buy,limit,130.52,1608924802
TSLA,sell,limit,659.65,1608924803
FB,sell,limit,265.32,1608924803
AMZN,sell,market,,1608924803
AMZN,sell,market,,1608924804
GOOG,buy,limit,1732.87,1608924804
FB,buy,market,,1608924804
AMZN,sell,market,,1608924805
GOOG,sell,market,,1608924805
GOOG,buy,market,,1608924805
AMZN,buy,limit,3171.65,1608924805
GOOG,sell,market,,1608924806
FB,sell,market,,1608924807
GOOG,sell,market,,1608924807
FB,buy,limit,265.94,1608924808
TSLA,buy,limit,659.64,1608924808
TSLA,buy,limit,658.55,1608924808
GOOG,sell,market,,1608924809
TSLA,sell,limit,658.97,1608924810
AMZN,buy,market,3171.64,1608924810
AMZN,sell,limit,3170.56,1608924811
GOOG,sell,market,,1608924812
AAPL,sell,market,,1608924812
TSLA,buy,market,658.83,1608924813
TSLA,buy,limit,658.13,1608924814
TSLA,buy,limit,659.83,1608924814
AMZN,sell,market,,1608924815
AMZN,sell,market,,1608924815
FB,sell,market,266.93,1608924815
TSLA,buy,market,,1608924815
AAPL,sell,market,130,1608924815
AAPL,buy,market,,1608924816
TSLA,sell,limit,658.08,1608924817
AMZN,buy,limit,3170.77,1608924817
GOOG,buy,market,,1608924818
TSLA,sell,market,,1608924819
TSLA,buy,limit,659.86,1608924820
TSLA,sell,limit,659.35,1608924820
GOOG,buy,limit,1733.87,1608924821
TSLA,buy,market,,1608924822
FB,sell,market,,1608924822
FB,buy,market,,1608924823
AMZN,buy,limit,3171.85,1608924823
AAPL,sell,market,,1608924824
FB,sell,market,,1608924824
FB,buy,market,266.56,1608924825
FB,sell,limit,265.01,1608924825
TSLA,buy,market,,1608924825
AAPL,buy,market,,1608924826
FB,sell,market,,1608924826
AAPL,sell,limit,130.69,1608924826
FB,sell,market,,1608924826
FB,buy,limit,266.49,1608924827
AAPL,sell,limit,130.82,1608924827
AAPL,sell,market,,1608924828
AAPL,sell,market,,1608924828
AMZN,sell,market,,1608924829
AAPL,buy,limit,130.63,1608924829
GOOG,sell,market,,1608924830
AMZN,sell,limit,3171.92,1608924830
AAPL,buy,market,,1608924830
TSLA,sell,limit,659.96,1608924831
GOOG,buy,limit,1732.88,1608924832
TSLA,sell,market,659,1608924832
AMZN,sell,market,,1608924833
FB,buy,limit,265.64,1608924833
TSLA,buy,limit,658.18,1608924834
GOOG,sell,limit,1732.5,1608924835
AAPL,buy,limit,130.06,1608924835
FB,sell,limit,266.04,1608924835
FB,buy,market,,1608924836
TSLA,buy,limit,658.14,1608924836
FB,buy,limit,266.79,1608924837
AAPL,buy,limit,130.35,1608924837
FB,buy,market,,1608924838
TSLA,buy,market,658.73,1608924839
TSLA,buy,limit,658.81,1608924839
FB,buy,limit,265.28,1608924839
GOOG,buy,market,,1608924840
TSLA,sell,limit,659.47,1608924840
FB,buy,market,,1608924840
AAPL,sell,market,,1608924840
AAPL,sell,limit,130.61,1608924840
FB,buy,market,,1608924841
TSLA,buy,market,,1608924841
AAPL,buy,market,,1608924842
AAPL,sell,market,,1608924842
AMZN,sell,market,3171.32,1608924843
FB,sell,market,,1608924843
TSLA,sell,limit,658.02,1608924843
TSLA,buy,limit,,1608924844
FB,buy,limit,266.75,1608924844
GOOG,sell,limit,1732.7,1608924845
FB,sell,limit,266.91,1608924846
GOOG,sell,limit,1733.09,1608924846
TSLA,buy,limit,658.36,1608924847
AAPL,sell,limit,131.46,1608924847
AMZN,buy,market,,1608924848
GOOG,sell,limit,1732.72,1608924849
GOOG,sell,market,,1608924849
AMZN,buy,limit,3170.48,1608924850
AMZN,buy,limit,3170.08,1608924850
FB,buy,limit,265.36,1608924850
FB,sell,market,,1608924851
TSLA,buy,market,,1608924851
GOOG,buy,market,,1608924852
FB,sell,limit,266.6,1608924853
FB,sell,limit,266.58,1608924853
GOOG,buy,market,,1608924854
FB,buy,limit,266.07,1608924854
GOOG,buy,limit,1732.47,1608924855
AMZN,sell,limit,3170.71,1608924856
AMZN,buy,market,,1608924857
AAPL,sell,limit,131.04,1608924857
AAPL,sell,limit,130.7,1608924858
FB,sell,market,,1608924858
AAPL,buy,limit,130.62,1608924858
AAPL,buy,market,,1608924859
AAPL,sell,limit,130.89,1608924860
FB,buy,market,,1608924860
TSLA,sell,limit,659.05,1608924861
AMZN,sell,limit,3170.11,1608924861
AAPL,sell,market,,1608924862
AMZN,sell,market,,1608924862
FB,sell,market,,1608924863
FB,buy,limit,265.48,1608924863
FB,sell,limit,,1608924864
TSLA,sell,market,,1608924865
FB,buy,market,,1608924865
AAPL,buy,market,,1608924865
GOOG,sell,limit,1732.52,1608924865
TSLA,sell,market,658.34,1608924866
AAPL,buy,limit,130.99,1608924866
AAPL,buy,market,,1608924867
AAPL,sell,market,,1608924867
AAPL,sell,market,,1608924867
AAPL,sell,limit,131.85,1608924867
AAPL,sell,limit,131.87,1608924868
FB,sell,market,,1608924868
AAPL,sell,market,,1608924868
GOOG,buy,market,,1608924869
AAPL,sell,limit,130.81,1608924870
FB,buy,market,,1608924870
FB,buy,limit,265.88,1608924871
FB,sell,market,,1608924872
FB,buy,market,,1608924872
FB,sell,limit,266.66,1608924873
TSLA,buy,market,,1608924874
AAPL,buy,limit,131.36,1608924874
AAPL,sell,limit,131.06,1608924874
GOOG,sell,market,,1608924875
AMZN,buy,limit,3171.36,1608924875
TSLA,buy,market,,1608924875
AAPL,sell,market,,1608924876
TSLA,buy,limit,658.55,1608924876
FB,buy,limit,,1608924876
GOOG,sell,market,,1608924877
GOOG,buy,limit,1732.7,1608924878
GOOG,buy,limit,1733.23,1608924878
AAPL,buy,market,,1608924879
AMZN,buy,limit,3171.77,1608924879
AAPL,sell,market,,1608924880
GOOG,buy,market,,1608924880
GOOG,sell,limit,1732.48,1608924880
TSLA,buy,limit,,1608924881
AAPL,sell,market,,1608924881
TSLA,sell,limit,659.33,1608924882
AAPL,buy,limit,130.66,1608924882
AAPL,sell,market,,1608924883
AMZN,sell,limit,3170.93,1608924883
AMZN,sell,market,,1608924884
AMZN,buy,limit,3170.18,1608924885
AMZN,buy,limit,3170.56,1608924885
AAPL,buy,limit,130.52,1608924886
AAPL,buy,market,,1608924886
AMZN,sell,limit,3170.14,1608924887
TSLA,buy,market,,1608924887
FB,sell,limit,266.06,1608924887
AMZN,buy,market,3170.71,1608924888
AMZN,buy,limit,3171.01,1608924889
TSLA,buy,market,,1608924889
AAPL,buy,limit,131.17,1608924890
GOOG,buy,limit,1732.55,1608924890
FB,sell,limit,265.93,1608924891
FB,buy,limit,266.19,1608924891
FB,sell,limit,266.09,1608924892
AAPL,sell,market,,1608924892
TSLA,sell,market,,1608924893
AMZN,sell,limit,3170.07,1608924893
GOOG,sell,market,,1608924894
AAPL,sell,market,,1608924894
AAPL,sell,limit,,1608924895
AAPL,sell,market,,1608924895
AMZN,buy,limit,3170.39,1608924895
AAPL,buy,market,,1608924896
